rater_id,story_id,config,seed,structure,temperature,dimension,score,rank,favorite,most_creative,most_engaging,most_coherent,is_baseline
P010,linear_T0.9_s3,linear_T0.9,s3,linear,0.9,Coherence,4.0,1,1,0,0,1,False
P010,linear_T0.9_s3,linear_T0.9,s3,linear,0.9,Emotional Development,3.0,1,1,0,0,1,False
P010,linear_T0.9_s3,linear_T0.9,s3,linear,0.9,Character Consistency,3.0,1,1,0,0,1,False
P010,linear_T0.9_s3,linear_T0.9,s3,linear,0.9,Creativity_Originality,3.0,1,1,0,0,1,False
P010,linear_T0.9_s3,linear_T0.9,s3,linear,0.9,Language Fluency,3.0,1,1,0,0,1,False
P010,linear_T0.9_s3,linear_T0.9,s3,linear,0.9,Structural Completeness,4.0,1,1,0,0,1,False
P010,linear_T0.9_s3,linear_T0.9,s3,linear,0.9,Overall Quality,4.0,1,1,0,0,1,False
P011,baseline,baseline,,,,Coherence,4.0,1,1,1,1,0,True
P011,baseline,baseline,,,,Emotional Development,3.0,1,1,1,1,0,True
P011,baseline,baseline,,,,Character Consistency,4.0,1,1,1,1,0,True
P011,baseline,baseline,,,,Creativity_Originality,4.0,1,1,1,1,0,True
P011,baseline,baseline,,,,Language Fluency,3.0,1,1,1,1,0,True
P011,baseline,baseline,,,,Structural Completeness,3.0,1,1,1,1,0,True
P011,baseline,baseline,,,,Overall Quality,3.0,1,1,1,1,0,True
P011,nonlinear_T0.3_s1,nonlinear_T0.3,s1,nonlinear,0.3,Coherence,4.0,2,0,0,0,1,False
P011,nonlinear_T0.3_s1,nonlinear_T0.3,s1,nonlinear,0.3,Emotional Development,3.0,2,0,0,0,1,False
P011,nonlinear_T0.3_s1,nonlinear_T0.3,s1,nonlinear,0.3,Character Consistency,3.0,2,0,0,0,1,False
P011,nonlinear_T0.3_s1,nonlinear_T0.3,s1,nonlinear,0.3,Creativity_Originality,4.0,2,0,0,0,1,False
P011,nonlinear_T0.3_s1,nonlinear_T0.3,s1,nonlinear,0.3,Language Fluency,3.0,2,0,0,0,1,False
P011,nonlinear_T0.3_s1,nonlinear_T0.3,s1,nonlinear,0.3,Structural Completeness,3.0,2,0,0,0,1,False
P011,nonlinear_T0.3_s1,nonlinear_T0.3,s1,nonlinear,0.3,Overall Quality,3.0,2,0,0,0,1,False
P011,nonlinear_T0.3_s2,nonlinear_T0.3,s2,nonlinear,0.3,Coherence,4.0,3,0,0,0,0,False
P011,nonlinear_T0.3_s2,nonlinear_T0.3,s2,nonlinear,0.3,Emotional Development,3.0,3,0,0,0,0,False
P011,nonlinear_T0.3_s2,nonlinear_T0.3,s2,nonlinear,0.3,Character Consistency,3.0,3,0,0,0,0,False
P011,nonlinear_T0.3_s2,nonlinear_T0.3,s2,nonlinear,0.3,Creativity_Originality,2.0,3,0,0,0,0,False
P011,nonlinear_T0.3_s2,nonlinear_T0.3,s2,nonlinear,0.3,Language Fluency,3.0,3,0,0,0,0,False
P011,nonlinear_T0.3_s2,nonlinear_T0.3,s2,nonlinear,0.3,Structural Completeness,3.0,3,0,0,0,0,False
P011,nonlinear_T0.3_s2,nonlinear_T0.3,s2,nonlinear,0.3,Overall Quality,3.0,3,0,0,0,0,False
P011,nonlinear_T0.3_s3,nonlinear_T0.3,s3,nonlinear,0.3,Coherence,4.0,4,0,0,0,0,False
P011,nonlinear_T0.3_s3,nonlinear_T0.3,s3,nonlinear,0.3,Emotional Development,2.0,4,0,0,0,0,False
P011,nonlinear_T0.3_s3,nonlinear_T0.3,s3,nonlinear,0.3,Character Consistency,3.0,4,0,0,0,0,False
P011,nonlinear_T0.3_s3,nonlinear_T0.3,s3,nonlinear,0.3,Creativity_Originality,3.0,4,0,0,0,0,False
P011,nonlinear_T0.3_s3,nonlinear_T0.3,s3,nonlinear,0.3,Language Fluency,3.0,4,0,0,0,0,False
P011,nonlinear_T0.3_s3,nonlinear_T0.3,s3,nonlinear,0.3,Structural Completeness,4.0,4,0,0,0,0,False
P011,nonlinear_T0.3_s3,nonlinear_T0.3,s3,nonlinear,0.3,Overall Quality,3.0,4,0,0,0,0,False
P012,baseline,baseline,,,,Coherence,3.0,1,1,1,0,0,True
P012,baseline,baseline,,,,Emotional Development,4.0,1,1,1,0,0,True
P012,baseline,baseline,,,,Character Consistency,4.0,1,1,1,0,0,True
P012,baseline,baseline,,,,Creativity_Originality,5.0,1,1,1,0,0,True
P012,baseline,baseline,,,,Language Fluency,1.0,1,1,1,0,0,True
P012,baseline,baseline,,,,Structural Completeness,3.0,1,1,1,0,0,True
P012,baseline,baseline,,,,Overall Quality,3.0,1,1,1,0,0,True
P012,nonlinear_T0.3_s1,nonlinear_T0.3,s1,nonlinear,0.3,Coherence,3.0,4,0,0,0,0,False
P012,nonlinear_T0.3_s1,nonlinear_T0.3,s1,nonlinear,0.3,Emotional Development,2.0,4,0,0,0,0,False
P012,nonlinear_T0.3_s1,nonlinear_T0.3,s1,nonlinear,0.3,Character Consistency,3.0,4,0,0,0,0,False
P012,nonlinear_T0.3_s1,nonlinear_T0.3,s1,nonlinear,0.3,Creativity_Originality,3.0,4,0,0,0,0,False
P012,nonlinear_T0.3_s1,nonlinear_T0.3,s1,nonlinear,0.3,Language Fluency,3.0,4,0,0,0,0,False
P012,nonlinear_T0.3_s1,nonlinear_T0.3,s1,nonlinear,0.3,Structural Completeness,2.0,4,0,0,0,0,False
P012,nonlinear_T0.3_s1,nonlinear_T0.3,s1,nonlinear,0.3,Overall Quality,3.0,4,0,0,0,0,False
P012,nonlinear_T0.3_s2,nonlinear_T0.3,s2,nonlinear,0.3,Coherence,4.0,2,0,0,1,1,False
P012,nonlinear_T0.3_s2,nonlinear_T0.3,s2,nonlinear,0.3,Emotional Development,5.0,2,0,0,1,1,False
P012,nonlinear_T0.3_s2,nonlinear_T0.3,s2,nonlinear,0.3,Character Consistency,5.0,2,0,0,1,1,False
P012,nonlinear_T0.3_s2,nonlinear_T0.3,s2,nonlinear,0.3,Creativity_Originality,4.0,2,0,0,1,1,False
P012,nonlinear_T0.3_s2,nonlinear_T0.3,s2,nonlinear,0.3,Language Fluency,4.0,2,0,0,1,1,False
P012,nonlinear_T0.3_s2,nonlinear_T0.3,s2,nonlinear,0.3,Structural Completeness,3.0,2,0,0,1,1,False
P012,nonlinear_T0.3_s2,nonlinear_T0.3,s2,nonlinear,0.3,Overall Quality,4.0,2,0,0,1,1,False
P012,nonlinear_T0.3_s3,nonlinear_T0.3,s3,nonlinear,0.3,Coherence,3.0,3,0,0,0,0,False
P012,nonlinear_T0.3_s3,nonlinear_T0.3,s3,nonlinear,0.3,Emotional Development,3.0,3,0,0,0,0,False
P012,nonlinear_T0.3_s3,nonlinear_T0.3,s3,nonlinear,0.3,Character Consistency,3.0,3,0,0,0,0,False
P012,nonlinear_T0.3_s3,nonlinear_T0.3,s3,nonlinear,0.3,Creativity_Originality,3.0,3,0,0,0,0,False
P012,nonlinear_T0.3_s3,nonlinear_T0.3,s3,nonlinear,0.3,Language Fluency,3.0,3,0,0,0,0,False
P012,nonlinear_T0.3_s3,nonlinear_T0.3,s3,nonlinear,0.3,Structural Completeness,3.0,3,0,0,0,0,False
P012,nonlinear_T0.3_s3,nonlinear_T0.3,s3,nonlinear,0.3,Overall Quality,3.0,3,0,0,0,0,False
P013,baseline,baseline,,,,Coherence,5.0,1,1,1,1,1,True
P013,baseline,baseline,,,,Emotional Development,4.0,1,1,1,1,1,True
P013,baseline,baseline,,,,Character Consistency,5.0,1,1,1,1,1,True
P013,baseline,baseline,,,,Creativity_Originality,5.0,1,1,1,1,1,True
P013,baseline,baseline,,,,Language Fluency,4.0,1,1,1,1,1,True
P013,baseline,baseline,,,,Structural Completeness,5.0,1,1,1,1,1,True
P013,baseline,baseline,,,,Overall Quality,3.0,1,1,1,1,1,True
P013,nonlinear_T0.3_s1,nonlinear_T0.3,s1,nonlinear,0.3,Coherence,4.0,4,0,0,0,0,False
P013,nonlinear_T0.3_s1,nonlinear_T0.3,s1,nonlinear,0.3,Emotional Development,4.0,4,0,0,0,0,False
P013,nonlinear_T0.3_s1,nonlinear_T0.3,s1,nonlinear,0.3,Character Consistency,3.0,4,0,0,0,0,False
P013,nonlinear_T0.3_s1,nonlinear_T0.3,s1,nonlinear,0.3,Creativity_Originality,4.0,4,0,0,0,0,False
P013,nonlinear_T0.3_s1,nonlinear_T0.3,s1,nonlinear,0.3,Language Fluency,3.0,4,0,0,0,0,False
P013,nonlinear_T0.3_s1,nonlinear_T0.3,s1,nonlinear,0.3,Structural Completeness,3.0,4,0,0,0,0,False
P013,nonlinear_T0.3_s1,nonlinear_T0.3,s1,nonlinear,0.3,Overall Quality,3.0,4,0,0,0,0,False
P013,nonlinear_T0.3_s2,nonlinear_T0.3,s2,nonlinear,0.3,Coherence,4.0,2,0,0,0,0,False
P013,nonlinear_T0.3_s2,nonlinear_T0.3,s2,nonlinear,0.3,Emotional Development,3.0,2,0,0,0,0,False
P013,nonlinear_T0.3_s2,nonlinear_T0.3,s2,nonlinear,0.3,Character Consistency,4.0,2,0,0,0,0,False
P013,nonlinear_T0.3_s2,nonlinear_T0.3,s2,nonlinear,0.3,Creativity_Originality,4.0,2,0,0,0,0,False
P013,nonlinear_T0.3_s2,nonlinear_T0.3,s2,nonlinear,0.3,Language Fluency,5.0,2,0,0,0,0,False
P013,nonlinear_T0.3_s2,nonlinear_T0.3,s2,nonlinear,0.3,Structural Completeness,4.0,2,0,0,0,0,False
P013,nonlinear_T0.3_s2,nonlinear_T0.3,s2,nonlinear,0.3,Overall Quality,4.0,2,0,0,0,0,False
P013,nonlinear_T0.3_s3,nonlinear_T0.3,s3,nonlinear,0.3,Coherence,4.0,3,0,0,0,0,False
P013,nonlinear_T0.3_s3,nonlinear_T0.3,s3,nonlinear,0.3,Emotional Development,4.0,3,0,0,0,0,False
P013,nonlinear_T0.3_s3,nonlinear_T0.3,s3,nonlinear,0.3,Character Consistency,5.0,3,0,0,0,0,False
P013,nonlinear_T0.3_s3,nonlinear_T0.3,s3,nonlinear,0.3,Creativity_Originality,4.0,3,0,0,0,0,False
P013,nonlinear_T0.3_s3,nonlinear_T0.3,s3,nonlinear,0.3,Language Fluency,4.0,3,0,0,0,0,False
P013,nonlinear_T0.3_s3,nonlinear_T0.3,s3,nonlinear,0.3,Structural Completeness,4.0,3,0,0,0,0,False
P013,nonlinear_T0.3_s3,nonlinear_T0.3,s3,nonlinear,0.3,Overall Quality,4.0,3,0,0,0,0,False
P014,baseline,baseline,,,,Coherence,3.0,4,0,0,0,0,True
P014,baseline,baseline,,,,Emotional Development,2.0,4,0,0,0,0,True
P014,baseline,baseline,,,,Character Consistency,3.0,4,0,0,0,0,True
P014,baseline,baseline,,,,Creativity_Originality,2.0,4,0,0,0,0,True
P014,baseline,baseline,,,,Language Fluency,3.0,4,0,0,0,0,True
P014,baseline,baseline,,,,Structural Completeness,4.0,4,0,0,0,0,True
P014,baseline,baseline,,,,Overall Quality,3.0,4,0,0,0,0,True
P014,nonlinear_T0.3_s2,nonlinear_T0.3,s2,nonlinear,0.3,Coherence,3.0,3,0,0,1,1,False
P014,nonlinear_T0.3_s2,nonlinear_T0.3,s2,nonlinear,0.3,Emotional Development,3.0,3,0,0,1,1,False
P014,nonlinear_T0.3_s2,nonlinear_T0.3,s2,nonlinear,0.3,Character Consistency,3.0,3,0,0,1,1,False
P014,nonlinear_T0.3_s2,nonlinear_T0.3,s2,nonlinear,0.3,Creativity_Originality,2.0,3,0,0,1,1,False
P014,nonlinear_T0.3_s2,nonlinear_T0.3,s2,nonlinear,0.3,Language Fluency,3.0,3,0,0,1,1,False
P014,nonlinear_T0.3_s2,nonlinear_T0.3,s2,nonlinear,0.3,Structural Completeness,2.0,3,0,0,1,1,False
P014,nonlinear_T0.3_s2,nonlinear_T0.3,s2,nonlinear,0.3,Overall Quality,3.0,3,0,0,1,1,False
P014,linear_T0.7_s3,linear_T0.7,s3,linear,0.7,Coherence,3.0,2,0,0,0,0,False
P014,linear_T0.7_s3,linear_T0.7,s3,linear,0.7,Emotional Development,3.0,2,0,0,0,0,False
P014,linear_T0.7_s3,linear_T0.7,s3,linear,0.7,Character Consistency,3.0,2,0,0,0,0,False
P014,linear_T0.7_s3,linear_T0.7,s3,linear,0.7,Creativity_Originality,2.0,2,0,0,0,0,False
P014,linear_T0.7_s3,linear_T0.7,s3,linear,0.7,Language Fluency,4.0,2,0,0,0,0,False
P014,linear_T0.7_s3,linear_T0.7,s3,linear,0.7,Structural Completeness,4.0,2,0,0,0,0,False
P014,linear_T0.7_s3,linear_T0.7,s3,linear,0.7,Overall Quality,3.0,2,0,0,0,0,False
P014,nonlinear_T0.9_s1,nonlinear_T0.9,s1,nonlinear,0.9,Coherence,3.0,1,1,1,0,0,False
P014,nonlinear_T0.9_s1,nonlinear_T0.9,s1,nonlinear,0.9,Emotional Development,4.0,1,1,1,0,0,False
P014,nonlinear_T0.9_s1,nonlinear_T0.9,s1,nonlinear,0.9,Character Consistency,3.0,1,1,1,0,0,False
P014,nonlinear_T0.9_s1,nonlinear_T0.9,s1,nonlinear,0.9,Creativity_Originality,3.0,1,1,1,0,0,False
P014,nonlinear_T0.9_s1,nonlinear_T0.9,s1,nonlinear,0.9,Language Fluency,3.0,1,1,1,0,0,False
P014,nonlinear_T0.9_s1,nonlinear_T0.9,s1,nonlinear,0.9,Structural Completeness,4.0,1,1,1,0,0,False
P014,nonlinear_T0.9_s1,nonlinear_T0.9,s1,nonlinear,0.9,Overall Quality,4.0,1,1,1,0,0,False
P015,baseline,baseline,,,,Coherence,1.0,4,0,0,0,0,True
P015,baseline,baseline,,,,Emotional Development,1.0,4,0,0,0,0,True
P015,baseline,baseline,,,,Character Consistency,2.0,4,0,0,0,0,True
P015,baseline,baseline,,,,Creativity_Originality,3.0,4,0,0,0,0,True
P015,baseline,baseline,,,,Language Fluency,2.0,4,0,0,0,0,True
P015,baseline,baseline,,,,Structural Completeness,2.0,4,0,0,0,0,True
P015,baseline,baseline,,,,Overall Quality,2.0,4,0,0,0,0,True
P015,nonlinear_T0.7_s1,nonlinear_T0.7,s1,nonlinear,0.7,Coherence,2.0,3,0,0,0,0,False
P015,nonlinear_T0.7_s1,nonlinear_T0.7,s1,nonlinear,0.7,Emotional Development,2.0,3,0,0,0,0,False
P015,nonlinear_T0.7_s1,nonlinear_T0.7,s1,nonlinear,0.7,Character Consistency,2.0,3,0,0,0,0,False
P015,nonlinear_T0.7_s1,nonlinear_T0.7,s1,nonlinear,0.7,Creativity_Originality,3.0,3,0,0,0,0,False
P015,nonlinear_T0.7_s1,nonlinear_T0.7,s1,nonlinear,0.7,Language Fluency,3.0,3,0,0,0,0,False
P015,nonlinear_T0.7_s1,nonlinear_T0.7,s1,nonlinear,0.7,Structural Completeness,2.0,3,0,0,0,0,False
P015,nonlinear_T0.7_s1,nonlinear_T0.7,s1,nonlinear,0.7,Overall Quality,3.0,3,0,0,0,0,False
P015,nonlinear_T0.7_s2,nonlinear_T0.7,s2,nonlinear,0.7,Coherence,3.0,2,1,1,1,0,False
P015,nonlinear_T0.7_s2,nonlinear_T0.7,s2,nonlinear,0.7,Emotional Development,3.0,2,1,1,1,0,False
P015,nonlinear_T0.7_s2,nonlinear_T0.7,s2,nonlinear,0.7,Character Consistency,3.0,2,1,1,1,0,False
P015,nonlinear_T0.7_s2,nonlinear_T0.7,s2,nonlinear,0.7,Creativity_Originality,4.0,2,1,1,1,0,False
P015,nonlinear_T0.7_s2,nonlinear_T0.7,s2,nonlinear,0.7,Language Fluency,3.0,2,1,1,1,0,False
P015,nonlinear_T0.7_s2,nonlinear_T0.7,s2,nonlinear,0.7,Structural Completeness,3.0,2,1,1,1,0,False
P015,nonlinear_T0.7_s2,nonlinear_T0.7,s2,nonlinear,0.7,Overall Quality,3.0,2,1,1,1,0,False
P015,nonlinear_T0.7_s3,nonlinear_T0.7,s3,nonlinear,0.7,Coherence,3.0,1,0,0,0,1,False
P015,nonlinear_T0.7_s3,nonlinear_T0.7,s3,nonlinear,0.7,Emotional Development,3.0,1,0,0,0,1,False
P015,nonlinear_T0.7_s3,nonlinear_T0.7,s3,nonlinear,0.7,Character Consistency,3.0,1,0,0,0,1,False
P015,nonlinear_T0.7_s3,nonlinear_T0.7,s3,nonlinear,0.7,Creativity_Originality,4.0,1,0,0,0,1,False
P015,nonlinear_T0.7_s3,nonlinear_T0.7,s3,nonlinear,0.7,Language Fluency,4.0,1,0,0,0,1,False
P015,nonlinear_T0.7_s3,nonlinear_T0.7,s3,nonlinear,0.7,Structural Completeness,4.0,1,0,0,0,1,False
P015,nonlinear_T0.7_s3,nonlinear_T0.7,s3,nonlinear,0.7,Overall Quality,4.0,1,0,0,0,1,False
P016,baseline,baseline,,,,Coherence,2.0,4,0,1,0,0,True
P016,baseline,baseline,,,,Emotional Development,3.0,4,0,1,0,0,True
P016,baseline,baseline,,,,Character Consistency,2.0,4,0,1,0,0,True
P016,baseline,baseline,,,,Creativity_Originality,4.0,4,0,1,0,0,True
P016,baseline,baseline,,,,Language Fluency,3.0,4,0,1,0,0,True
P016,baseline,baseline,,,,Structural Completeness,3.0,4,0,1,0,0,True
P016,baseline,baseline,,,,Overall Quality,2.0,4,0,1,0,0,True
P016,nonlinear_T0.7_s1,nonlinear_T0.7,s1,nonlinear,0.7,Coherence,2.0,3,0,0,0,0,False
P016,nonlinear_T0.7_s1,nonlinear_T0.7,s1,nonlinear,0.7,Emotional Development,3.0,3,0,0,0,0,False
P016,nonlinear_T0.7_s1,nonlinear_T0.7,s1,nonlinear,0.7,Character Consistency,3.0,3,0,0,0,0,False
P016,nonlinear_T0.7_s1,nonlinear_T0.7,s1,nonlinear,0.7,Creativity_Originality,3.0,3,0,0,0,0,False
P016,nonlinear_T0.7_s1,nonlinear_T0.7,s1,nonlinear,0.7,Language Fluency,3.0,3,0,0,0,0,False
P016,nonlinear_T0.7_s1,nonlinear_T0.7,s1,nonlinear,0.7,Structural Completeness,3.0,3,0,0,0,0,False
P016,nonlinear_T0.7_s1,nonlinear_T0.7,s1,nonlinear,0.7,Overall Quality,3.0,3,0,0,0,0,False
P016,nonlinear_T0.7_s2,nonlinear_T0.7,s2,nonlinear,0.7,Coherence,3.0,2,0,0,0,0,False
P016,nonlinear_T0.7_s2,nonlinear_T0.7,s2,nonlinear,0.7,Emotional Development,3.0,2,0,0,0,0,False
P016,nonlinear_T0.7_s2,nonlinear_T0.7,s2,nonlinear,0.7,Character Consistency,4.0,2,0,0,0,0,False
P016,nonlinear_T0.7_s2,nonlinear_T0.7,s2,nonlinear,0.7,Creativity_Originality,4.0,2,0,0,0,0,False
P016,nonlinear_T0.7_s2,nonlinear_T0.7,s2,nonlinear,0.7,Language Fluency,3.0,2,0,0,0,0,False
P016,nonlinear_T0.7_s2,nonlinear_T0.7,s2,nonlinear,0.7,Structural Completeness,3.0,2,0,0,0,0,False
P016,nonlinear_T0.7_s2,nonlinear_T0.7,s2,nonlinear,0.7,Overall Quality,4.0,2,0,0,0,0,False
P016,nonlinear_T0.7_s3,nonlinear_T0.7,s3,nonlinear,0.7,Coherence,4.0,1,1,0,1,1,False
P016,nonlinear_T0.7_s3,nonlinear_T0.7,s3,nonlinear,0.7,Emotional Development,4.0,1,1,0,1,1,False
P016,nonlinear_T0.7_s3,nonlinear_T0.7,s3,nonlinear,0.7,Character Consistency,4.0,1,1,0,1,1,False
P016,nonlinear_T0.7_s3,nonlinear_T0.7,s3,nonlinear,0.7,Creativity_Originality,5.0,1,1,0,1,1,False
P016,nonlinear_T0.7_s3,nonlinear_T0.7,s3,nonlinear,0.7,Language Fluency,4.0,1,1,0,1,1,False
P016,nonlinear_T0.7_s3,nonlinear_T0.7,s3,nonlinear,0.7,Structural Completeness,4.0,1,1,0,1,1,False
P016,nonlinear_T0.7_s3,nonlinear_T0.7,s3,nonlinear,0.7,Overall Quality,4.0,1,1,0,1,1,False
P017,baseline,baseline,,,,Coherence,2.0,3,0,0,0,0,True
P017,baseline,baseline,,,,Emotional Development,3.0,3,0,0,0,0,True
P017,baseline,baseline,,,,Character Consistency,2.0,3,0,0,0,0,True
P017,baseline,baseline,,,,Creativity_Originality,3.0,3,0,0,0,0,True
P017,baseline,baseline,,,,Language Fluency,3.0,3,0,0,0,0,True
P017,baseline,baseline,,,,Structural Completeness,2.0,3,0,0,0,0,True
P017,baseline,baseline,,,,Overall Quality,3.0,3,0,0,0,0,True
P017,nonlinear_T0.7_s1,nonlinear_T0.7,s1,nonlinear,0.7,Coherence,3.0,4,0,0,0,0,False
P017,nonlinear_T0.7_s1,nonlinear_T0.7,s1,nonlinear,0.7,Emotional Development,2.0,4,0,0,0,0,False
P017,nonlinear_T0.7_s1,nonlinear_T0.7,s1,nonlinear,0.7,Character Consistency,2.0,4,0,0,0,0,False
P017,nonlinear_T0.7_s1,nonlinear_T0.7,s1,nonlinear,0.7,Creativity_Originality,4.0,4,0,0,0,0,False
P017,nonlinear_T0.7_s1,nonlinear_T0.7,s1,nonlinear,0.7,Language Fluency,3.0,4,0,0,0,0,False
P017,nonlinear_T0.7_s1,nonlinear_T0.7,s1,nonlinear,0.7,Structural Completeness,3.0,4,0,0,0,0,False
P017,nonlinear_T0.7_s1,nonlinear_T0.7,s1,nonlinear,0.7,Overall Quality,3.0,4,0,0,0,0,False
P017,nonlinear_T0.7_s2,nonlinear_T0.7,s2,nonlinear,0.7,Coherence,4.0,2,0,1,0,0,False
P017,nonlinear_T0.7_s2,nonlinear_T0.7,s2,nonlinear,0.7,Emotional Development,3.0,2,0,1,0,0,False
P017,nonlinear_T0.7_s2,nonlinear_T0.7,s2,nonlinear,0.7,Character Consistency,4.0,2,0,1,0,0,False
P017,nonlinear_T0.7_s2,nonlinear_T0.7,s2,nonlinear,0.7,Creativity_Originality,4.0,2,0,1,0,0,False
P017,nonlinear_T0.7_s2,nonlinear_T0.7,s2,nonlinear,0.7,Language Fluency,3.0,2,0,1,0,0,False
P017,nonlinear_T0.7_s2,nonlinear_T0.7,s2,nonlinear,0.7,Structural Completeness,4.0,2,0,1,0,0,False
P017,nonlinear_T0.7_s2,nonlinear_T0.7,s2,nonlinear,0.7,Overall Quality,3.0,2,0,1,0,0,False
P017,nonlinear_T0.7_s3,nonlinear_T0.7,s3,nonlinear,0.7,Coherence,4.0,1,1,0,1,1,False
P017,nonlinear_T0.7_s3,nonlinear_T0.7,s3,nonlinear,0.7,Emotional Development,5.0,1,1,0,1,1,False
P017,nonlinear_T0.7_s3,nonlinear_T0.7,s3,nonlinear,0.7,Character Consistency,4.0,1,1,0,1,1,False
P017,nonlinear_T0.7_s3,nonlinear_T0.7,s3,nonlinear,0.7,Creativity_Originality,5.0,1,1,0,1,1,False
P017,nonlinear_T0.7_s3,nonlinear_T0.7,s3,nonlinear,0.7,Language Fluency,4.0,1,1,0,1,1,False
P017,nonlinear_T0.7_s3,nonlinear_T0.7,s3,nonlinear,0.7,Structural Completeness,4.0,1,1,0,1,1,False
P017,nonlinear_T0.7_s3,nonlinear_T0.7,s3,nonlinear,0.7,Overall Quality,4.0,1,1,0,1,1,False
P018,baseline,baseline,,,,Coherence,3.0,3,0,0,0,0,True
P018,baseline,baseline,,,,Emotional Development,3.0,3,0,0,0,0,True
P018,baseline,baseline,,,,Character Consistency,4.0,3,0,0,0,0,True
P018,baseline,baseline,,,,Creativity_Originality,4.0,3,0,0,0,0,True
P018,baseline,baseline,,,,Language Fluency,4.0,3,0,0,0,0,True
P018,baseline,baseline,,,,Structural Completeness,3.0,3,0,0,0,0,True
P018,baseline,baseline,,,,Overall Quality,3.0,3,0,0,0,0,True
P018,nonlinear_T0.9_s1,nonlinear_T0.9,s1,nonlinear,0.9,Coherence,4.0,2,0,0,0,0,False
P018,nonlinear_T0.9_s1,nonlinear_T0.9,s1,nonlinear,0.9,Emotional Development,3.0,2,0,0,0,0,False
P018,nonlinear_T0.9_s1,nonlinear_T0.9,s1,nonlinear,0.9,Character Consistency,4.0,2,0,0,0,0,False
P018,nonlinear_T0.9_s1,nonlinear_T0.9,s1,nonlinear,0.9,Creativity_Originality,5.0,2,0,0,0,0,False
P018,nonlinear_T0.9_s1,nonlinear_T0.9,s1,nonlinear,0.9,Language Fluency,4.0,2,0,0,0,0,False
P018,nonlinear_T0.9_s1,nonlinear_T0.9,s1,nonlinear,0.9,Structural Completeness,4.0,2,0,0,0,0,False
P018,nonlinear_T0.9_s1,nonlinear_T0.9,s1,nonlinear,0.9,Overall Quality,4.0,2,0,0,0,0,False
P018,nonlinear_T0.9_s2,nonlinear_T0.9,s2,nonlinear,0.9,Coherence,3.0,4,0,0,0,0,False
P018,nonlinear_T0.9_s2,nonlinear_T0.9,s2,nonlinear,0.9,Emotional Development,2.0,4,0,0,0,0,False
P018,nonlinear_T0.9_s2,nonlinear_T0.9,s2,nonlinear,0.9,Character Consistency,4.0,4,0,0,0,0,False
P018,nonlinear_T0.9_s2,nonlinear_T0.9,s2,nonlinear,0.9,Creativity_Originality,5.0,4,0,0,0,0,False
P018,nonlinear_T0.9_s2,nonlinear_T0.9,s2,nonlinear,0.9,Language Fluency,4.0,4,0,0,0,0,False
P018,nonlinear_T0.9_s2,nonlinear_T0.9,s2,nonlinear,0.9,Structural Completeness,3.0,4,0,0,0,0,False
P018,nonlinear_T0.9_s2,nonlinear_T0.9,s2,nonlinear,0.9,Overall Quality,4.0,4,0,0,0,0,False
P018,nonlinear_T0.9_s3,nonlinear_T0.9,s3,nonlinear,0.9,Coherence,5.0,1,1,1,1,1,False
P018,nonlinear_T0.9_s3,nonlinear_T0.9,s3,nonlinear,0.9,Emotional Development,5.0,1,1,1,1,1,False
P018,nonlinear_T0.9_s3,nonlinear_T0.9,s3,nonlinear,0.9,Character Consistency,5.0,1,1,1,1,1,False
P018,nonlinear_T0.9_s3,nonlinear_T0.9,s3,nonlinear,0.9,Creativity_Originality,5.0,1,1,1,1,1,False
P018,nonlinear_T0.9_s3,nonlinear_T0.9,s3,nonlinear,0.9,Language Fluency,5.0,1,1,1,1,1,False
P018,nonlinear_T0.9_s3,nonlinear_T0.9,s3,nonlinear,0.9,Structural Completeness,5.0,1,1,1,1,1,False
P018,nonlinear_T0.9_s3,nonlinear_T0.9,s3,nonlinear,0.9,Overall Quality,4.0,1,1,1,1,1,False
P019,baseline,baseline,,,,Coherence,3.0,4,0,0,0,0,True
P019,baseline,baseline,,,,Emotional Development,3.0,4,0,0,0,0,True
P019,baseline,baseline,,,,Character Consistency,4.0,4,0,0,0,0,True
P019,baseline,baseline,,,,Creativity_Originality,3.0,4,0,0,0,0,True
P019,baseline,baseline,,,,Language Fluency,3.0,4,0,0,0,0,True
P019,baseline,baseline,,,,Structural Completeness,4.0,4,0,0,0,0,True
P019,baseline,baseline,,,,Overall Quality,3.0,4,0,0,0,0,True
P019,nonlinear_T0.9_s1,nonlinear_T0.9,s1,nonlinear,0.9,Coherence,4.0,2,0,0,1,0,False
P019,nonlinear_T0.9_s1,nonlinear_T0.9,s1,nonlinear,0.9,Emotional Development,5.0,2,0,0,1,0,False
P019,nonlinear_T0.9_s1,nonlinear_T0.9,s1,nonlinear,0.9,Character Consistency,3.0,2,0,0,1,0,False
P019,nonlinear_T0.9_s1,nonlinear_T0.9,s1,nonlinear,0.9,Creativity_Originality,5.0,2,0,0,1,0,False
P019,nonlinear_T0.9_s1,nonlinear_T0.9,s1,nonlinear,0.9,Language Fluency,3.0,2,0,0,1,0,False
P019,nonlinear_T0.9_s1,nonlinear_T0.9,s1,nonlinear,0.9,Structural Completeness,3.0,2,0,0,1,0,False
P019,nonlinear_T0.9_s1,nonlinear_T0.9,s1,nonlinear,0.9,Overall Quality,4.0,2,0,0,1,0,False
